Rk,Player,GmSc,Date,Age,Team, ,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.
,Lance Stephenson,1.9,2015-01-24,24-141,CHO,,NYK,"W, 76-71",,29,3,10,.300,3,10,.300,0,0,,0,1,.000,.287,0,3,3,4,2,0,2,4,6,1.9,-5.8,0,G-F
,Greg Sutton,1.9,1995-11-04,27-336,CHH,,PHI,"W, 119-108",,8,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,1,1,1,1,0,1,2,2,1.9,-1.4,,G
,Greg Sutton,1.9,1994-11-19,26-351,CHH,,IND,"L, 89-102",,7,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,.515,0,0,0,0,0,0,0,1,4,1.9,-2.9,,G
,Jeff Taylor,1.9,2013-03-09,23-290,CHA,@,WAS,"L, 87-104",,14,1,2,.500,0,1,.000,1,1,1.000,0,0,,.750,0,1,1,0,0,0,0,1,3,1.9,-4.2,-4,F
,Tyrus Thomas,1.9,2012-01-14,25-150,CHA,,GSW,"W, 112-100",*,26,2,6,.333,2,6,.333,0,0,,1,2,.500,.363,0,4,4,1,0,0,0,3,5,1.9,-6.6,8,F
,JT Thor,1.9,2023-11-12,21-078,CHO,@,NYK,"L, 107-129",,23,2,6,.333,0,1,.000,2,5,.400,0,2,.000,.436,2,2,4,0,0,1,1,4,6,1.9,-10.5,1,F
,JT Thor,1.9,2023-12-20,21-116,CHO,@,IND,"L, 113-144",,6,0,0,,0,0,,0,0,,2,2,1.000,1.136,1,0,1,0,0,0,0,2,2,1.9,-6.3,-5,F
,JT Thor,1.9,2024-01-05,21-132,CHO,@,CHI,"L, 91-104",,16,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,2,2,1,0,0,0,1,2,1.9,-5.4,-6,F
,Otis Thorpe,1.9,2001-02-02,38-181,CHH,@,LAL,"L, 87-93",,10,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,2,2,1,0,0,0,1,2,1.9,0.4,-5,F-C
,Otis Thorpe,1.9,2001-03-27,38-234,CHH,@,SAS,"L, 79-93",,7,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,2,2,0,0,0,0,1,2,1.9,3.6,-1,F-C
,Anthony Tolliver,1.9,2014-01-17,28-230,CHA,@,ORL,"W, 111-101",,17,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,2,2,1,0,0,1,1,3,1.9,-3.4,1,F-C
,Anthony Tolliver,1.9,2014-01-29,28-242,CHA,@,DEN,"W, 101-98",,21,1,4,.250,0,0,,1,4,.250,0,0,,.375,0,1,1,0,1,0,0,0,3,1.9,-2.7,-7,F-C
,Anthony Tolliver,1.9,2014-02-19,28-263,CHA,,DET,"W, 116-98",,18,2,6,.333,2,3,.667,0,3,.000,0,0,,.333,0,1,1,0,1,0,0,0,4,1.9,-7.7,-1,F-C
,Anthony Tolliver,1.9,2014-03-12,28-284,CHA,@,WAS,"W, 98-85",,18,1,5,.200,0,0,,1,5,.200,0,0,,.300,0,1,1,1,1,0,0,0,3,1.9,-1.0,-2,F-C
,Noah Vonleh,1.9,2015-01-08,19-137,CHO,@,TOR,"W, 103-95",,10,1,2,.500,1,2,.500,0,0,,0,0,,.500,2,1,3,0,1,0,1,2,2,1.9,-5.2,-10,F-C
,Kemba Walker,1.9,2018-03-31,27-327,CHO,@,WAS,"L, 93-107",*,32,3,9,.333,2,3,.667,1,6,.167,0,0,,.389,2,2,4,2,1,0,4,1,7,1.9,-10.4,-11,G
,Jahidi White,1.9,2004-11-06,28-261,CHA,,ORL,"W, 111-100",,1,0,0,,0,0,,0,0,,2,4,.500,.568,1,0,1,0,0,0,0,0,2,1.9,24.1,1,F-C
,Grant Williams,1.9,2026-03-24,27-114,CHO,,SAC,"W, 134-90",,17,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,3,3,2,0,1,0,1,0,1.9,-1.4,9,F
,Grant Williams,1.9,2024-11-02,25-338,CHO,,BOS,"L, 103-113",*,34,2,6,.333,1,2,.500,1,4,.250,0,0,,.417,0,3,3,2,0,0,0,5,5,1.9,-8.2,-8,F
,Marvin Williams,1.9,2019-12-06,33-170,CHO,,BRK,"L, 104-111",,16,0,1,.000,0,0,,0,1,.000,2,2,1.000,.532,0,1,1,0,0,1,0,1,2,1.9,-5.9,5,F
,Marvin Williams,1.9,2020-01-13,33-208,CHO,@,POR,"L, 112-115",,15,1,5,.200,0,2,.000,1,3,.333,0,0,,.300,0,1,1,1,1,0,0,0,3,1.9,-6.8,-2,F
,Travis Williams,1.9,1998-01-19,28-237,CHH,,TOR,"W, 109-88",,8,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,1,1,0,1,1,1,2,2,1.9,1.6,-2,F
,Cody Zeller,1.9,2014-12-15,22-071,CHO,@,CLE,"L, 88-97",*,18,1,4,.250,1,4,.250,0,0,,2,2,1.000,.410,2,1,3,0,0,0,1,1,4,1.9,-9.3,-17,C-F
,Cody Zeller,1.9,2015-02-07,22-125,CHO,@,PHI,"L, 81-89",*,21,1,4,.250,1,4,.250,0,0,,3,4,.750,.434,0,4,4,0,1,1,2,3,5,1.9,-9.7,-19,C-F
,Cody Zeller,1.9,2019-12-22,27-078,CHO,@,BOS,"L, 93-119",,17,2,4,.500,2,3,.667,0,1,.000,2,2,1.000,.615,1,0,1,0,0,0,2,2,6,1.9,-15.2,-20,C-F
,George Zídek,1.9,1996-01-13,22-164,CHH,@,DAL,"W, 103-83",,3,1,3,.333,1,3,.333,0,0,,2,2,1.000,.515,1,1,2,0,0,0,1,1,4,1.9,-21.6,,C
,George Zídek,1.9,1996-02-04,22-186,CHH,@,ATL,"L, 104-106",,9,0,1,.000,0,1,.000,0,0,,2,2,1.000,.532,1,1,2,0,0,0,0,1,2,1.9,-5.6,,C
,George Zídek,1.9,1996-02-08,22-190,CHH,,SAC,"W, 115-105",,21,4,9,.444,4,9,.444,0,0,,0,0,,.444,1,1,2,0,0,0,2,1,8,1.9,-16.5,,C
,George Zídek,1.9,1996-11-15,23-105,CHH,,CHI,"L, 87-110",,16,2,6,.333,2,6,.333,0,0,,0,0,,.333,1,3,4,0,0,1,1,0,4,1.9,-8.8,9,C
,Derek Anderson,1.8,2007-12-03,33-138,CHA,@,TOR,"L, 79-98",,15,0,5,.000,0,2,.000,0,3,.000,2,2,1.000,.170,0,1,1,2,2,0,0,1,2,1.8,-3.9,0,G
,Derek Anderson,1.8,2007-03-05,32-230,CHA,@,UTA,"L, 95-120",*,22,2,5,.400,2,3,.667,0,2,.000,0,1,.000,.368,1,3,4,1,1,0,2,1,4,1.8,-9.2,-6,G
,Richard Anderson,1.8,1989-12-05,29-016,CHH,,BOS,"L, 101-114",,13,2,4,.500,2,4,.500,0,0,,0,0,,.500,0,2,2,0,0,0,0,2,4,1.8,-9.9,,F-C
,Stacey Augmon,1.8,2002-05-07,33-279,CHH,@,NJN,"L, 88-102",,16,2,6,.333,2,6,.333,0,0,,3,4,.750,.451,1,2,3,1,0,0,3,1,7,1.8,-9.9,-8,F-G
,D.J. Augustin,1.8,2008-12-23,21-043,CHA,,WAS,"W, 80-72",,24,2,6,.333,2,4,.500,0,2,.000,3,4,.750,.451,1,0,1,1,0,0,2,2,7,1.8,-7.5,-10,G
,Dwayne Bacon,1.8,2019-12-04,24-096,CHO,,GSW,"W, 106-91",,13,1,3,.333,0,2,.000,1,1,1.000,1,2,.500,.515,0,1,1,0,0,0,0,1,4,1.8,-9.9,1,G
,LaMelo Ball,1.8,2021-05-11,19-262,CHO,,DEN,"L, 112-117",*,31,1,9,.111,1,6,.167,0,3,.000,3,4,.750,.232,1,11,12,7,0,0,5,2,5,1.8,-15.0,-1,G
,Nicolas Batum,1.8,2019-11-29,30-350,CHO,@,DET,"W, 110-107",,27,0,3,.000,0,0,,0,3,.000,0,0,,.000,2,3,5,2,1,0,0,2,0,1.8,-9.8,6,F-G
,Nicolas Batum,1.8,2020-01-10,31-027,CHO,@,UTA,"L, 92-109",,14,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,3,3,0,0,0,0,1,3,1.8,-5.2,11,F-G
,Nicolas Batum,1.8,2016-02-28,27-076,CHO,@,ATL,"L, 76-87",*,39,1,6,.167,1,2,.500,0,4,.000,0,0,,.167,0,4,4,1,2,1,1,0,2,1.8,-7.9,-8,F-G
,Damion Baugh,1.8,2025-03-07,24-216,CHO,,CLE,"L, 117-118",,26,3,7,.429,3,5,.600,0,2,.000,0,0,,.429,0,1,1,4,0,0,2,4,6,1.8,-10.6,11,G
,Corey Beck,1.8,1997-12-19,26-206,CHH,@,WAS,"L, 86-106",,18,1,3,.333,1,3,.333,0,0,,1,1,1.000,.436,0,2,2,3,1,0,2,3,3,1.8,-6.9,-1,G
,Marco Belinelli,1.8,2017-02-26,30-338,CHO,@,LAC,"L, 121-124 (OT)",,14,2,4,.500,1,1,1.000,1,3,.333,0,0,,.625,0,2,2,0,0,0,1,2,5,1.8,-5.2,7,G-F
,Marco Belinelli,1.8,2017-03-04,30-344,CHO,@,DEN,"W, 112-102",,28,1,8,.125,0,5,.000,1,3,.333,0,0,,.188,0,3,3,3,1,0,0,0,3,1.8,-10.5,0,G-F
,Bismack Biyombo,1.8,2013-03-24,20-208,CHA,@,MIA,"L, 77-109",*,37,1,4,.250,1,4,.250,0,0,,0,0,,.250,2,9,11,0,1,1,2,4,2,1.8,-8.6,-8,C-F
,Keith Bogans,1.8,2005-12-02,25-204,CHA,@,GSW,"L, 100-107",,16,1,4,.250,0,3,.000,1,1,1.000,2,2,1.000,.512,0,0,0,0,0,0,0,2,5,1.8,-6.2,3,G-F
,Keith Bogans,1.8,2005-01-30,24-263,CHA,@,LAL,"L, 90-101",,19,3,6,.500,3,5,.600,0,1,.000,0,0,,.500,0,5,5,1,0,0,3,1,6,1.8,-13.2,2,G-F
,Keith Bogans,1.8,2005-03-11,24-303,CHA,@,PHI,"L, 80-112",*,19,3,9,.333,3,9,.333,0,0,,0,0,,.333,1,3,4,1,2,0,3,1,6,1.8,-7.0,-14,G-F
,Keith Bogans,1.8,2004-12-29,24-231,CHA,,IND,"L, 71-74",*,19,2,7,.286,2,6,.333,0,1,.000,0,0,,.286,0,4,4,1,0,0,0,0,4,1.8,-5.6,3,G-F
,Muggsy Bogues,1.8,1996-02-14,31-036,CHH,,NYK,"W, 120-100",,15,0,2,.000,0,2,.000,0,0,,0,0,,.000,0,1,1,7,1,0,3,0,0,1.8,-2.1,,G
,Chucky Brown,1.8,2000-03-22,32-022,CHH,,NJN,"W, 119-103",,8,2,5,.400,2,5,.400,0,0,,1,2,.500,.425,1,1,2,1,0,0,1,2,5,1.8,-18.6,-3,F
,P.J. Brown,1.8,2001-11-14,32-031,CHH,@,PHI,"L, 86-100",*,36,2,10,.200,2,10,.200,0,0,,0,0,,.200,4,8,12,2,1,0,2,4,4,1.8,-7.7,-10,F-C
,P.J. Brown,1.8,2002-02-27,32-136,CHH,,NJN,"W, 104-85",*,29,0,6,.000,0,6,.000,0,0,,1,2,.500,.073,2,10,12,0,1,0,0,0,1,1.8,-6.0,4,F-C
,Scott Burrell,1.8,2001-04-18,30-096,CHH,@,BOS,"W, 97-92",,12,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,2,2,1,0,0,0,2,3,1.8,-1.5,-5,G-F
,Scott Burrell,1.8,1995-01-22,24-010,CHH,@,MIN,"L, 83-100",*,30,3,14,.214,3,6,.500,0,8,.000,2,2,1.000,.269,2,6,8,1,0,1,1,3,8,1.8,-10.1,,G-F
,Elden Campbell,1.8,1999-04-17,30-268,CHH,@,CLE,"W, 90-82",*,23,1,4,.250,1,4,.250,0,0,,1,2,.500,.307,2,5,7,0,1,1,1,5,3,1.8,-9.0,-5,C
,Matt Carroll,1.8,2011-03-19,30-203,CHA,@,SAS,"L, 98-109",,19,2,4,.500,2,4,.500,0,0,,0,0,,.500,0,4,4,0,0,0,1,1,4,1.8,-9.5,-11,G
,Matt Carroll,1.8,2011-01-03,30-128,CHA,,MIA,"L, 82-96",,13,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,.340,1,1,2,1,1,0,1,2,4,1.8,-5.2,6,G
,Michael Carter-Williams,1.8,2018-01-15,26-097,CHO,@,DET,"W, 118-107",,13,1,2,.500,0,1,.000,1,1,1.000,1,2,.500,.694,0,0,0,0,2,0,2,2,4,1.8,-2.2,7,G
,Rex Chapman,1.8,1990-12-21,23-077,CHH,@,IND,"L, 114-137",*,26,4,12,.333,4,9,.444,0,3,.000,0,0,,.333,1,1,2,2,0,0,1,2,8,1.8,-11.7,,G
,Derrick Coleman,1.8,1999-04-30,31-313,CHH,,CHI,"W, 92-88",,23,3,7,.429,3,7,.429,0,0,,0,0,,.429,0,3,3,0,0,2,2,2,6,1.8,-10.5,-7,F-C
,Marty Conlon,1.8,1994-02-16,26-028,CHH,,HOU,"W, 102-97",*,23,3,7,.429,3,7,.429,0,0,,0,0,,.429,0,2,2,1,2,0,3,2,6,1.8,-9.4,,F-C
,Earl Cureton,1.8,1991-01-22,33-141,CHH,,NJN,"L, 90-92",,14,0,0,,0,0,,0,0,,0,0,,,0,4,4,1,0,1,0,2,0,1.8,-0.1,,F-C
,Dell Curry,1.8,1991-03-04,26-252,CHH,,PHO,"L, 93-126",,14,1,6,.167,1,6,.167,0,0,,2,2,1.000,.291,0,2,2,4,0,0,1,2,4,1.8,-7.8,,G
,Dell Curry,1.8,1997-11-07,33-135,CHH,@,WAS,"W, 107-92",,28,3,7,.429,2,6,.333,1,1,1.000,1,2,.500,.508,0,0,0,1,0,0,2,2,8,1.8,-5.8,-7,G
,Dell Curry,1.8,1989-01-26,24-215,CHH,@,UTA,"W, 89-88",,21,3,10,.300,3,9,.333,0,1,.000,0,0,,.300,1,3,4,0,0,0,0,0,6,1.8,-6.3,,G
,Dell Curry,1.8,1993-01-20,28-209,CHH,@,NYK,"L, 91-114",,22,3,7,.429,3,6,.500,0,1,.000,0,0,,.429,1,3,4,1,2,2,5,3,6,1.8,-4.9,,G
,Dell Curry,1.8,1995-12-02,31-160,CHH,@,HOU,"L, 98-113",,16,3,9,.333,2,4,.500,1,5,.200,0,0,,.389,1,0,1,0,1,0,1,2,7,1.8,-9.4,,G
,Seth Curry,1.8,2024-11-10,34-079,CHO,@,PHI,"L, 105-107 (OT)",,15,2,7,.286,1,3,.333,1,4,.250,0,0,,.357,0,1,1,0,1,0,0,1,5,1.8,-7.0,0,G
,Ricky Davis,1.8,1999-04-09,19-198,CHH,,WAS,"W, 90-88",,10,1,3,.333,1,3,.333,0,0,,0,0,,.333,0,2,2,1,1,0,0,2,2,1.8,-2.9,4,G-F
,Moussa Diabaté,1.8,2024-11-19,22-303,CHO,@,BRK,"L, 115-116",,16,0,2,.000,0,2,.000,0,0,,0,0,,.000,2,5,7,0,0,1,0,1,0,1.8,-9.6,8,F
,Boris Diaw,1.8,2009-01-09,26-268,CHA,@,PHI,"L, 87-93",*,40,2,12,.167,1,6,.167,1,6,.167,3,4,.750,.291,4,3,7,5,0,0,5,1,8,1.8,-11.6,-8,F-C
,Boris Diaw,1.8,2010-03-24,27-342,CHA,,MIN,"W, 108-95",*,23,3,8,.375,2,5,.400,1,3,.333,0,0,,.438,0,5,5,3,0,0,2,6,7,1.8,-10.5,-9,F-C
,Jared Dudley,1.8,2008-02-04,22-209,CHA,@,PHO,"L, 104-118",*,28,2,6,.333,2,5,.400,0,1,.000,0,0,,.333,2,3,5,1,1,0,2,2,4,1.8,-9.9,0,F-G
,Melvin Ely,1.8,2005-01-07,26-250,CHA,@,ORL,"L, 91-111",,9,1,2,.500,1,2,.500,0,0,,1,4,.250,.399,1,2,3,1,0,0,1,0,3,1.8,-4.7,-7,C
,Melvin Ely,1.8,2005-12-13,27-225,CHA,,DEN,"L, 85-101",,19,3,6,.500,3,6,.500,0,0,,0,1,.000,.466,2,2,4,0,0,0,2,2,6,1.8,-9.7,8,C
,Raymond Felton,1.8,2006-01-25,21-213,CHA,@,HOU,"L, 78-102",*,24,2,9,.222,2,8,.250,0,1,.000,0,0,,.222,1,2,3,4,0,0,0,2,4,1.8,-9.2,-21,G
,Raymond Felton,1.8,2007-12-26,23-183,CHA,,WAS,"L, 104-108",*,37,3,12,.250,2,10,.200,1,2,.500,2,2,1.000,.349,0,0,0,4,0,0,2,2,9,1.8,-12.0,3,G
,Raymond Felton,1.8,2008-01-16,23-204,CHA,,ORL,"W, 99-93",*,42,2,6,.333,2,5,.400,0,1,.000,3,3,1.000,.478,0,2,2,4,0,0,4,3,7,1.8,-11.9,8,G
,Raymond Felton,1.8,2009-11-02,25-129,CHA,,NJN,"W, 79-68",*,30,4,12,.333,4,12,.333,0,0,,1,2,.500,.349,1,2,3,3,3,0,6,1,9,1.8,-6.6,3,G
,Raymond Felton,1.8,2008-12-27,24-184,CHA,,NJN,"L, 103-114 (OT)",*,43,5,17,.294,4,14,.286,1,3,.333,2,3,.667,.355,0,5,5,2,1,0,4,2,13,1.8,-12.9,-21,G
,Todd Fuller,1.8,1999-12-08,25-136,CHH,,GSW,"W, 113-106",*,14,2,7,.286,2,7,.286,0,0,,0,0,,.286,1,4,5,0,0,0,0,0,4,1.8,-14.8,-8,C
,Kenny Gattison,1.8,1993-03-28,28-309,CHH,,POR,"L, 114-121",,18,1,3,.333,1,3,.333,0,0,,1,2,.500,.387,1,0,1,0,0,2,0,3,3,1.8,-5.2,,F-C
,Kenny Gattison,1.8,1990-01-15,25-237,CHH,@,PHO,"L, 108-118 (OT)",,7,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,1,1,0,4,2,1.8,2.6,,F-C
,Kenny Gattison,1.8,1992-12-28,28-219,CHH,@,NJN,"L, 103-104",,18,2,4,.500,2,4,.500,0,0,,1,2,.500,.512,0,0,0,0,0,0,0,2,5,1.8,-6.5,,F-C
,Kenny Gattison,1.8,1990-12-12,26-203,CHH,,SAS,"L, 81-92",,20,3,7,.429,3,7,.429,0,0,,0,0,,.429,0,1,1,0,0,0,0,2,6,1.8,-6.4,,F-C
,Kenny Gattison,1.8,1993-11-24,29-185,CHH,,LAL,"W, 141-124",,21,1,6,.167,1,6,.167,0,0,,3,4,.750,.322,2,5,7,1,0,0,1,4,5,1.8,-12.1,,F-C
,Kenny Gattison,1.8,1994-01-25,29-247,CHH,@,MIA,"L, 98-119",,10,1,2,.500,1,2,.500,0,0,,2,2,1.000,.694,1,1,2,0,0,0,1,3,4,1.8,-11.2,,F-C
,Kendall Gill,1.8,1995-11-08,27-167,CHH,@,WSB,"L, 96-110",*,36,3,11,.273,3,10,.300,0,1,.000,2,2,1.000,.337,1,1,2,3,1,0,3,2,8,1.8,-9.5,,G
,Greg Grant,1.8,1991-12-06,25-099,CHH,@,CHI,"L, 96-114",,6,0,0,,0,0,,0,0,,0,0,,,0,0,0,4,0,0,1,0,0,1.8,3.7,,G
,Josh Green,1.8,2025-02-22,24-098,CHO,@,POR,"L, 88-141",*,23,1,6,.167,0,1,.000,1,5,.200,1,1,1.000,.311,1,1,2,2,2,0,2,2,4,1.8,-10.5,-19,G-F
,P.J. Hairston,1.8,2015-11-10,22-321,CHO,@,MIN,"W, 104-95",*,8,1,3,.333,0,1,.000,1,2,.500,1,2,.500,.515,0,0,0,1,0,0,0,2,4,1.8,-0.5,-5,G-F
,P.J. Hairston,1.8,2015-04-10,22-107,CHO,@,ATL,"L, 80-104",,18,3,7,.429,2,3,.667,1,4,.250,0,0,,.500,1,1,2,1,0,0,2,3,7,1.8,-9.7,-17,G-F
,Jason Hart,1.8,2005-02-25,26-302,CHA,@,NJN,"L, 86-93",,16,0,2,.000,0,2,.000,0,0,,2,2,1.000,.347,0,0,0,2,1,0,0,3,2,1.8,-7.3,-14,G
,Spencer Hawes,1.8,2016-02-05,27-283,CHO,,MIA,"L, 95-98",,23,1,5,.200,1,2,.500,0,3,.000,0,0,,.200,1,5,6,1,1,2,2,1,2,1.8,-7.0,-17,C-F
,Gordon Hayward,1.8,2022-11-02,32-224,CHO,@,CHI,"L, 88-106",*,16,3,11,.273,2,8,.250,1,3,.333,0,1,.000,.306,1,2,3,2,1,0,2,0,7,1.8,-9.4,-1,F-G
,Brendan Haywood,1.8,2012-11-14,32-353,CHA,@,MIN,"W, 89-87",*,27,3,6,.500,3,6,.500,0,0,,0,0,,.500,2,2,4,0,0,2,3,4,6,1.8,-10.2,-7,C
,Gerald Henderson,1.8,2013-01-23,25-045,CHA,,ATL,"L, 92-104",*,15,2,6,.333,2,5,.400,0,1,.000,2,2,1.000,.436,0,1,1,1,0,0,1,2,6,1.8,-12.9,-15,G
,Willy Hernangómez,1.8,2018-11-01,24-158,CHO,,OKC,"L, 107-111",,12,1,4,.250,0,3,.000,1,1,1.000,0,0,,.375,3,2,5,0,0,1,1,3,3,1.8,-8.7,-3,C
,Dave Hoppen,1.8,1989-01-21,24-314,CHH,@,ATL,"L, 113-137",,24,3,5,.600,3,5,.600,0,0,,1,2,.500,.595,0,4,4,1,0,0,2,6,7,1.8,-12.3,,C-F
,Dwight Howard,1.8,2017-11-15,31-342,CHO,,CLE,"L, 107-115",*,23,3,5,.600,3,5,.600,0,0,,2,6,.333,.524,3,2,5,2,0,0,4,6,8,1.8,-12.2,1,C
,Stephen Jackson,1.8,2010-12-20,32-259,CHA,@,WAS,"L, 75-108",*,30,5,12,.417,4,9,.444,1,3,.333,2,3,.667,.488,0,2,2,2,0,0,6,1,13,1.8,-11.8,-27,F-G
,Sion James,1.8,2025-11-12,22-343,CHO,,MIL,"W, 111-100",*,30,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,.340,0,2,2,1,0,0,0,1,4,1.8,-9.4,18,G
,Eddie Johnson,1.8,1993-12-27,34-240,CHH,,DET,"W, 109-94",*,20,2,5,.400,2,5,.400,0,0,,0,0,,.400,0,4,4,1,1,0,2,1,4,1.8,-10.6,,F-G
,Eddie Johnson,1.8,1994-01-04,34-248,CHH,@,ATL,"L, 94-133",*,21,3,9,.333,2,8,.250,1,1,1.000,0,0,,.389,0,1,1,2,0,0,1,2,7,1.8,-9.2,,F-G
,Jumaine Jones,1.8,2006-01-10,26-334,CHA,,HOU,"W, 111-106 (2OT)",,18,1,7,.143,1,6,.167,0,1,.000,0,0,,.143,1,2,3,0,2,2,0,1,2,1.8,-5.9,-7,F
,Frank Kaminsky,1.8,2019-01-30,25-301,CHO,@,BOS,"L, 94-126",,9,1,4,.250,0,1,.000,1,3,.333,0,2,.000,.307,1,2,3,1,0,0,0,0,3,1.8,-6.6,-5,F-C
,Tim Kempton,1.8,1989-03-17,25-051,CHH,@,LAC,"W, 108-105",,24,0,2,.000,0,2,.000,0,0,,0,0,,.000,1,8,9,3,1,0,1,5,0,1.8,-8.5,,F-C
,Randolph Keys,1.8,1990-11-20,24-215,CHH,,ATL,"W, 128-121",,6,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,2,2,1,0,1,0,3,2,1.8,-0.6,,F-G
,Jeremy Lamb,1.8,2016-03-04,23-279,CHO,,IND,"W, 108-101",,11,1,2,.500,1,1,1.000,0,1,.000,1,2,.500,.521,0,2,2,0,1,0,1,1,3,1.8,-5.8,4,G-F
,Jeremy Lamb,1.8,2017-02-09,24-255,CHO,,HOU,"L, 95-107",,11,3,8,.375,2,5,.400,1,3,.333,1,1,1.000,.474,0,3,3,1,0,0,3,1,8,1.8,-10.2,-5,G-F
,Courtney Lee,1.8,2016-02-21,30-141,CHO,@,BRK,"W, 104-96",*,21,2,4,.500,1,3,.333,1,1,1.000,0,0,,.625,0,1,1,1,0,0,1,3,5,1.8,-5.7,-8,G
,Courtney Lee,1.8,2016-03-04,30-153,CHO,,IND,"W, 108-101",*,34,1,4,.250,0,2,.000,1,2,.500,1,2,.500,.410,0,2,2,1,0,1,1,1,4,1.8,-6.1,0,G
,Kevin Lynch,1.8,1992-04-12,23-110,CHH,,BOS,"L, 102-128",,17,1,6,.167,1,6,.167,0,0,,0,0,,.167,2,1,3,3,1,0,0,3,2,1.8,-7.6,,G-F
,Jamaal Magloire,1.8,2001-05-15,22-359,CHH,@,MIL,"W, 94-86",,11,2,3,.667,2,3,.667,0,0,,0,0,,.667,0,1,1,0,0,0,0,3,4,1.8,-5.1,3,C
,Jamaal Magloire,1.8,2001-12-06,23-199,CHH,@,POR,"W, 95-89",,14,2,3,.667,2,3,.667,0,0,,0,1,.000,.581,1,2,3,0,0,0,1,2,4,1.8,-7.7,6,C
,Tre Mann,1.8,2026-03-31,25-056,CHO,@,BRK,"W, 117-86",,6,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,0,2,2,2,1,0,0,2,2,1.8,-2.8,-2,G
,Tre Mann,1.8,2024-11-06,23-277,CHO,,DET,"W, 108-107",,21,2,7,.286,2,3,.667,0,4,.000,0,0,,.286,0,3,3,2,1,0,1,1,4,1.8,-9.9,4,G
,Jason Maxiell,1.8,2014-11-07,31-262,CHO,,ATL,"W, 122-119 (2OT)",,16,2,2,1.000,2,2,1.000,0,0,,0,0,,1.000,0,2,2,0,0,0,1,3,4,1.8,-3.9,-1,F-C
,Sean May,1.8,2006-11-15,22-225,CHA,@,SAS,"W, 95-92 (OT)",,13,4,13,.308,4,13,.308,0,0,,0,0,,.308,3,2,5,0,0,0,1,1,8,1.8,-11.7,-6,F-C
,Sean May,1.8,2005-12-07,21-247,CHA,,NJN,"L, 84-97",,16,1,6,.167,1,6,.167,0,0,,2,3,.667,.273,2,2,4,0,0,0,0,0,4,1.8,-9.2,-20,F-C
,Jeff McInnis,1.8,2007-12-19,33-058,CHA,,UTA,"W, 98-92",,23,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,0,4,4,4,0,0,1,2,2,1.8,-7.2,-6,G
,Jeff McInnis,1.8,2007-11-13,33-022,CHA,,MIA,"W, 91-76",,31,3,7,.429,3,6,.500,0,1,.000,0,0,,.429,0,1,1,2,0,0,1,3,6,1.8,-9.5,5,G
,Nathan Mensah,1.8,2024-01-08,25-274,CHO,,CHI,"L, 112-119 (OT)",,15,1,2,.500,1,2,.500,0,0,,1,2,.500,.521,3,1,4,0,0,0,1,3,3,1.8,-13.0,1,F
,Nazr Mohammed,1.8,2009-03-27,31-203,CHA,@,PHI,"W, 100-95",,5,0,0,,0,0,,0,0,,3,4,.750,.852,0,3,3,0,0,1,2,1,3,1.8,-4.5,4,C
,Nazr Mohammed,1.8,2009-10-31,32-056,CHA,@,CLE,"L, 79-90",,15,2,7,.286,2,7,.286,0,0,,0,0,,.286,4,3,7,0,0,0,1,2,4,1.8,-14.3,-9,C
,Nazr Mohammed,1.8,2010-02-19,32-167,CHA,,CLE,"W, 110-93",*,15,1,3,.333,1,3,.333,0,0,,1,2,.500,.387,2,1,3,0,0,0,0,2,3,1.8,-9.2,-2,C
,Malik Monk,1.8,2018-03-28,20-052,CHO,,CLE,"L, 105-118",,15,3,6,.500,2,3,.667,1,3,.333,0,0,,.583,0,2,2,0,0,0,2,2,7,1.8,-11.5,1,G
,Malik Monk,1.8,2019-01-12,20-342,CHO,@,SAC,"L, 97-104",,20,4,11,.364,2,5,.400,2,6,.333,0,0,,.455,0,0,0,1,1,0,3,2,10,1.8,-9.3,-3,G
,Adam Morrison,1.8,2007-03-12,22-236,CHA,,ORL,"W, 119-108",,19,5,12,.417,4,9,.444,1,3,.333,0,0,,.458,0,1,1,1,0,0,3,2,11,1.8,-23.7,6,F
,Alonzo Mourning,1.8,1994-12-03,24-298,CHH,@,DEN,"L, 88-99",*,40,2,12,.167,2,12,.167,0,0,,5,6,.833,.307,1,10,11,2,1,1,4,5,9,1.8,-10.4,,C-F
